Delta Time, X Point, Y Point, Position, Velocity, Acceleration, Jerk, Heading, 
20, 16.013309, 13.148713, 12.944171, 3.611706, -2.822144, -1.704959, 0.294930, 
20, 16.081417, 13.169091, 13.015263, 3.554587, -2.855942, -1.689938, 0.286487, 
20, 16.148586, 13.188570, 13.085199, 3.496800, -2.889372, -1.671503, 0.278001, 
20, 16.214792, 13.207162, 13.153966, 3.438353, -2.922364, -1.649587, 0.269488, 
20, 16.280014, 13.224878, 13.221551, 3.379256, -2.954848, -1.624172, 0.260960, 
20, 16.344229, 13.241734, 13.287942, 3.319521, -2.986753, -1.595293, 0.252430, 
20, 16.407415, 13.257746, 13.353125, 3.259160, -3.018014, -1.563032, 0.243913, 
20, 16.469550, 13.272931, 13.417089, 3.198189, -3.048564, -1.527511, 0.235420, 
20, 16.530613, 13.287306, 13.479821, 3.136622, -3.078342, -1.488909, 0.226963, 
20, 16.590584, 13.300891, 13.541311, 3.074476, -3.107291, -1.447421, 0.218556, 
20, 16.649440, 13.313706, 13.601546, 3.011769, -3.135357, -1.403298, 0.210210, 
20, 16.707162, 13.325773, 13.660516, 2.948519, -3.162493, -1.356797, 0.201935, 
20, 16.763732, 13.337113, 13.718211, 2.884746, -3.188657, -1.308216, 0.193743, 
20, 16.819129, 13.347750, 13.774621, 2.820470, -3.213814, -1.257866, 0.185645, 
20, 16.873337, 13.357707, 13.829735, 2.755711, -3.237935, -1.206042, 0.177650, 
20, 16.926337, 13.367007, 13.883545, 2.690491, -3.260997, -1.153105, 0.169768, 
20, 16.978113, 13.375676, 13.936041, 2.624832, -3.282984, -1.099348, 0.162008, 
20, 17.028649, 13.383738, 13.987217, 2.558754, -3.303887, -1.045121, 0.154379, 
20, 17.077930, 13.391219, 14.037062, 2.492280, -3.323701, -0.990704, 0.146889, 
20, 17.125942, 13.398142, 14.085571, 2.425431, -3.342429, -0.936434, 0.139546, 
20, 17.172671, 13.404535, 14.132735, 2.358230, -3.360081, -0.882589, 0.132357, 
20, 17.218105, 13.410422, 14.178549, 2.290696, -3.376669, -0.829400, 0.125330, 
20, 17.262232, 13.415828, 14.223006, 2.222852, -3.392213, -0.777179, 0.118470, 
20, 17.305041, 13.420778, 14.266101, 2.154717, -3.406735, -0.726094, 0.111784, 
20, 17.346522, 13.425298, 14.307827, 2.086312, -3.420262, -0.676385, 0.105277, 
20, 17.386665, 13.429412, 14.348180, 2.017656, -3.432826, -0.628193, 0.098955, 
20, 17.425461, 13.433143, 14.387155, 1.948766, -3.444460, -0.581715, 0.092822, 
20, 17.462903, 13.436517, 14.424749, 1.879662, -3.455201, -0.537039, 0.086884, 
20, 17.498982, 13.439555, 14.460956, 1.810361, -3.465087, -0.494285, 0.081143, 
20, 17.533693, 13.442281, 14.495773, 1.740878, -3.474158, -0.453556, 0.075604, 
20, 17.567029, 13.444717, 14.529198, 1.671228, -3.482455, -0.414848, 0.070270, 
20, 17.598984, 13.446884, 14.561226, 1.601428, -3.490021, -0.378293, 0.065145, 
20, 17.629554, 13.448803, 14.591856, 1.531490, -3.496897, -0.343792, 0.060231, 
20, 17.658733, 13.450494, 14.621085, 1.461428, -3.503126, -0.311471, 0.055531, 
20, 17.686519, 13.451976, 14.648910, 1.391253, -3.508751, -0.281217, 0.051047, 
20, 17.712907, 13.453267, 14.675329, 1.320976, -3.513811, -0.253036, 0.046782, 
20, 17.737894, 13.454387, 14.700342, 1.250609, -3.518349, -0.226882, 0.042737, 
20, 17.761477, 13.455350, 14.723945, 1.180161, -3.522403, -0.202698, 0.038913, 
20, 17.783655, 13.456173, 14.746138, 1.109641, -3.526011, -0.180429, 0.035313, 
20, 17.804432, 13.456872, 14.766927, 1.039450, -3.509566, 0.822263, 0.031937, 
20, 17.823839, 13.457462, 14.786342, 0.970776, -3.433678, 3.794394, 0.028780, 
20, 17.841920, 13.457956, 14.804430, 0.904416, -3.317985, 5.784671, 0.025836, 
20, 17.858723, 13.458367, 14.821238, 0.840378, -3.201919, 5.803311, 0.023098, 
20, 17.874293, 13.458707, 14.836811, 0.778668, -3.085528, 5.819539, 0.020559, 
20, 17.888676, 13.458986, 14.851197, 0.719290, -2.968856, 5.833607, 0.018212, 
20, 17.901919, 13.459212, 14.864442, 0.662252, -2.851940, 5.845798, 0.016049, 
20, 17.914068, 13.459395, 14.876593, 0.607555, -2.734814, 5.856313, 0.014064, 
20, 17.925172, 13.459541, 14.887697, 0.555205, -2.617506, 5.865397, 0.012250, 
20, 17.935275, 13.459657, 14.897802, 0.505204, -2.500042, 5.873177, 0.010598, 
20, 17.944426, 13.459747, 14.906953, 0.457555, -2.382445, 5.879854, 0.009101, 
20, 17.952671, 13.459817, 14.915198, 0.412261, -2.264734, 5.885560, 0.007752, 
20, 17.960057, 13.459869, 14.922584, 0.369322, -2.146925, 5.890437, 0.006543, 
20, 17.966632, 13.459909, 14.929159, 0.328742, -2.029034, 5.894570, 0.005467, 
20, 17.972442, 13.459938, 14.934970, 0.290520, -1.911072, 5.898084, 0.004515, 
20, 17.977535, 13.459959, 14.940063, 0.254659, -1.793051, 5.901042, 0.003681, 
20, 17.981958, 13.459973, 14.944486, 0.221160, -1.674980, 5.903539, 0.002956, 
20, 17.985759, 13.459983, 14.948286, 0.190022, -1.556868, 5.905623, 0.002334, 
20, 17.988984, 13.459990, 14.951511, 0.161248, -1.438721, 5.907368, 0.001805, 
20, 17.991680, 13.459994, 14.954208, 0.134837, -1.320545, 5.908799, 0.001364, 
20, 17.993896, 13.459997, 14.956424, 0.110790, -1.202345, 5.909966, 0.001000, 
20, 17.995678, 13.459998, 14.958206, 0.089107, -1.084127, 5.910934, 0.000708, 
20, 17.997074, 13.459999, 14.959602, 0.069790, -0.965893, 5.911683, 0.000480, 
20, 17.998131, 13.460000, 14.960659, 0.052837, -0.847648, 5.912260, 0.000306, 
20, 17.998896, 13.460000, 14.961424, 0.038249, -0.729393, 5.912720, 0.000181, 
20, 17.999416, 13.460000, 14.961944, 0.026026, -0.611132, 5.913065, 0.000096, 
20, 17.999740, 13.460000, 14.962267, 0.016169, -0.492866, 5.913276, 0.000043, 
20, 17.999913, 13.460000, 14.962441, 0.008677, -0.374598, 5.913438, 0.000014, 
20, 17.999984, 13.460000, 14.962512, 0.003550, -0.256327, 5.913513, 0.000003, 
20, 18.000000, 13.460000, 14.962528, 0.000789, -0.138056, 5.913571, 6.283185, 
20, 18.000000, 13.460000, 14.962528, 0.000000, -0.039460, 4.929788, 6.283185, 
