50, 7.000232, 9.040000, 0.000302, 0.012084, 0.241676, 4.833513, 0.000000, 
50, 7.001440, 9.040000, 0.001510, 0.024168, 0.241676, -0.000000, 0.000000, 
50, 7.004159, 9.040000, 0.004229, 0.054377, 0.604189, 7.250270, 0.000000, 
50, 7.008993, 9.040000, 0.009063, 0.096670, 0.845865, 4.833513, 0.000000, 
50, 7.016545, 9.040000, 0.016615, 0.151047, 1.087540, 4.833513, 0.000000, 
50, 7.027421, 9.040000, 0.027491, 0.217508, 1.329216, 4.833513, 0.000000, 
50, 7.042223, 9.040000, 0.042293, 0.296053, 1.570892, 4.833513, 0.000000, 
50, 7.061557, 9.040000, 0.061627, 0.386681, 1.812567, 4.833513, 0.000000, 
50, 7.086027, 9.040000, 0.086097, 0.489393, 2.054243, 4.833513, 0.000000, 
50, 7.116236, 9.040000, 0.116306, 0.604189, 2.295919, 4.833513, 0.000000, 
50, 7.152790, 9.040000, 0.152860, 0.731069, 2.537594, 4.833513, 0.000000, 
50, 7.196291, 9.040000, 0.196361, 0.870032, 2.779270, 4.833513, 0.000000, 
50, 7.247043, 9.040000, 0.247113, 1.015038, 2.900108, 2.416757, 0.000000, 
50, 7.305046, 9.040000, 0.305116, 1.160043, 2.900108, 0.000000, 0.000000, 
50, 7.370298, 9.040000, 0.370368, 1.305049, 2.900108, 0.000000, 0.000000, 
50, 7.442801, 9.040000, 0.442871, 1.450054, 2.900108, 0.000000, 0.000000, 
50, 7.522554, 9.040000, 0.522624, 1.595059, 2.900108, 0.000000, 0.000000, 
50, 7.609557, 9.040000, 0.609627, 1.740065, 2.900108, -0.000000, 0.000000, 
50, 7.703810, 9.040000, 0.703880, 1.885070, 2.900108, 0.000000, 0.000000, 
50, 7.805314, 9.040000, 0.805384, 2.030076, 2.900108, 0.000000, 0.000000, 
50, 7.914068, 9.040000, 0.914138, 2.175081, 2.900108, -0.000000, 0.000000, 
50, 8.030072, 9.040000, 1.030142, 2.320086, 2.900108, -0.000000, 0.000000, 
50, 8.153327, 9.040000, 1.153397, 2.465092, 2.900108, 0.000000, 0.000000, 
50, 8.283832, 9.040000, 1.283902, 2.610097, 2.900108, -0.000000, 0.000000, 
50, 8.421587, 9.040000, 1.421657, 2.755102, 2.900108, 0.000000, 0.000000, 
50, 8.566592, 9.040000, 1.566662, 2.900108, 2.900108, 0.000000, 0.000000, 
50, 8.718546, 9.040000, 1.718616, 3.039071, 2.779270, -2.416757, 0.000000, 
50, 8.876844, 9.040000, 1.876914, 3.165951, 2.537594, -4.833513, 0.000000, 
