Delta Time, X Point, Y Point, Position, Velocity, Acceleration, Jerk, Heading, 
20, 21.939989, 10.188355, 20.573484, 0.149630, -1.181459, 4.289962, 1.568989, 
20, 21.939994, 10.190909, 20.576039, 0.127722, -1.095406, 4.302692, 1.569387, 
20, 21.939996, 10.193060, 20.578190, 0.107539, -1.009132, 4.313692, 1.569721, 
20, 21.939998, 10.194842, 20.579971, 0.089086, -0.922674, 4.322882, 1.569998, 
20, 21.939999, 10.196289, 20.581419, 0.072365, -0.836063, 4.330549, 1.570222, 
20, 21.939999, 10.197437, 20.582566, 0.057378, -0.749328, 4.336765, 1.570400, 
20, 21.940000, 10.198319, 20.583449, 0.044128, -0.662490, 4.341890, 1.570536, 
20, 21.940000, 10.198972, 20.584101, 0.032617, -0.575577, 4.345664, 1.570637, 
20, 21.940000, 10.199429, 20.584558, 0.022845, -0.488603, 4.348701, 1.570708, 
20, 21.940000, 10.199725, 20.584854, 0.014813, -0.401586, 4.350844, 1.570754, 
20, 21.940000, 10.199895, 20.585025, 0.008522, -0.314541, 4.352222, 1.570780, 
20, 21.940000, 10.199975, 20.585104, 0.003973, -0.227478, 4.353165, 1.570792, 
20, 21.940000, 10.199998, 20.585128, 0.001164, -0.140405, 4.353668, 1.570796, 
20, 21.940000, 10.200000, 20.585129, 0.000098, -0.053329, 4.353772, 1.570796, 
20, 21.940000, 10.200000, 20.585129, 0.000000, -0.004895, 2.421706, 1.570796, 
