20, 3.500000, 9.040000, 0.000020, 0.002000, 0.100000, 5.000000, 0.000000, 
20, 3.500035, 9.040000, 0.000055, 0.001750, -0.012500, -5.625000, 0.000000, 
20, 3.500215, 9.040000, 0.000235, 0.009000, 0.362500, 18.750000, 0.000000, 
20, 3.500535, 9.040000, 0.000555, 0.016000, 0.350000, -0.625000, 0.000000, 
20, 3.501035, 9.040000, 0.001055, 0.025000, 0.450000, 5.000000, 0.000000, 
20, 3.501755, 9.040000, 0.001775, 0.036000, 0.550000, 5.000000, 0.000000, 
20, 3.502735, 9.040000, 0.002755, 0.049000, 0.650000, 5.000000, 0.000000, 
20, 3.504015, 9.040000, 0.004035, 0.064000, 0.750000, 5.000000, 0.000000, 
20, 3.505635, 9.040000, 0.005655, 0.081000, 0.850000, 5.000000, 0.000000, 
20, 3.507635, 9.040000, 0.007655, 0.100000, 0.950000, 5.000000, 0.000000, 
20, 3.510055, 9.040000, 0.010075, 0.121000, 1.050000, 5.000000, 0.000000, 
20, 3.512935, 9.040000, 0.012955, 0.144000, 1.150000, 5.000000, 0.000000, 
20, 3.516315, 9.040000, 0.016335, 0.169000, 1.250000, 5.000000, 0.000000, 
20, 3.520235, 9.040000, 0.020255, 0.196000, 1.350000, 5.000000, 0.000000, 
20, 3.524735, 9.040000, 0.024755, 0.225000, 1.450000, 5.000000, 0.000000, 
20, 3.529855, 9.040000, 0.029875, 0.256000, 1.550000, 5.000000, 0.000000, 
20, 3.535635, 9.040000, 0.035655, 0.289000, 1.650000, 5.000000, 0.000000, 
20, 3.542115, 9.040000, 0.042135, 0.324000, 1.750000, 5.000000, 0.000000, 
20, 3.549335, 9.040000, 0.049355, 0.361000, 1.850000, 5.000000, 0.000000, 
20, 3.557335, 9.040000, 0.057355, 0.400000, 1.950000, 5.000000, 0.000000, 
20, 3.566155, 9.040000, 0.066175, 0.441000, 2.050000, 5.000000, 0.000000, 
20, 3.575835, 9.040000, 0.075855, 0.484000, 2.150000, 5.000000, 0.000000, 
20, 3.586415, 9.040000, 0.086435, 0.529000, 2.250000, 5.000000, 0.000000, 
20, 3.597935, 9.040000, 0.097955, 0.576000, 2.350000, 5.000000, 0.000000, 
20, 3.610435, 9.040000, 0.110455, 0.625000, 2.450000, 5.000000, 0.000000, 
20, 3.623955, 9.040000, 0.123975, 0.676000, 2.550000, 5.000000, 0.000000, 
20, 3.638535, 9.040000, 0.138555, 0.729000, 2.650000, 5.000000, 0.000000, 
20, 3.654215, 9.040000, 0.154235, 0.784000, 2.750000, 5.000000, 0.000000, 
20, 3.671035, 9.040000, 0.171055, 0.841000, 2.850000, 5.000000, 0.000000, 
20, 3.689035, 9.040000, 0.189055, 0.900000, 2.950000, 5.000000, 0.000000, 
20, 3.708235, 9.040000, 0.208255, 0.960000, 3.000000, 2.500000, 0.000000, 
20, 3.728635, 9.040000, 0.228655, 1.020000, 3.000000, -0.000000, 0.000000, 
20, 3.750235, 9.040000, 0.250255, 1.080000, 3.000000, 0.000000, 0.000000, 
20, 3.773035, 9.040000, 0.273055, 1.140000, 3.000000, -0.000000, 0.000000, 
20, 3.797035, 9.040000, 0.297055, 1.200000, 3.000000, 0.000000, 0.000000, 
20, 3.822235, 9.040000, 0.322255, 1.260000, 3.000000, -0.000000, 0.000000, 
20, 3.848635, 9.040000, 0.348655, 1.320000, 3.000000, 0.000000, 0.000000, 
