50, 0.000309, 0.012346, 
50, 0.001364, 0.021100, 
50, 0.003737, 0.047477, 
50, 0.007958, 0.084405, 
50, 0.014552, 0.131890, 
50, 0.024049, 0.189937, 
50, 0.036977, 0.258554, 
50, 0.053865, 0.337756, 
50, 0.075243, 0.427562, 
50, 0.101643, 0.528000, 
50, 0.133598, 0.639108, 
50, 0.171645, 0.760941, 
50, 0.216059, 0.888284, 
50, 0.266856, 1.015924, 
50, 0.324053, 1.143946, 
50, 0.387675, 1.272449, 
50, 0.457753, 1.401547, 
50, 0.534321, 1.531372, 
50, 0.617425, 1.662072, 
50, 0.707115, 1.793811, 
50, 0.803454, 1.926767, 
50, 0.906510, 2.061128, 
50, 1.016365, 2.197089, 
50, 1.133107, 2.334851, 
50, 1.256838, 2.474609, 
50, 1.387665, 2.616552, 
50, 1.525708, 2.760857, 
50, 1.670816, 2.902160, 
50, 1.822562, 3.034911, 
50, 1.980508, 3.158936, 
50, 2.144208, 3.273995, 
50, 2.313198, 3.379802, 
50, 2.487000, 3.476029, 
50, 2.665116, 3.562323, 
50, 2.847032, 3.638313, 
50, 3.032213, 3.703630, 
50, 3.220108, 3.757906, 
50, 3.410148, 3.800788, 
50, 3.601745, 3.831939, 
50, 3.794595, 3.857014, 
50, 3.988689, 3.881878, 
50, 4.184017, 3.906551, 
50, 4.380570, 3.931064, 
50, 4.578343, 3.955453, 
50, 4.777331, 3.979760, 
50, 4.977532, 4.004027, 
50, 5.178947, 4.028302, 
50, 5.381579, 4.052629, 
50, 5.585431, 4.077052, 
50, 5.790512, 4.101611, 
50, 5.996829, 4.126340, 
50, 6.204392, 4.151265, 
50, 6.413212, 4.176406, 
50, 6.623301, 4.201767, 
50, 6.834668, 4.227341, 
50, 7.047323, 4.253102, 
50, 7.261273, 4.279005, 
50, 7.476522, 4.304983, 
50, 7.693069, 4.330944, 
50, 7.910908, 4.356770, 
50, 8.130024, 4.382312, 
50, 8.350393, 4.407395, 
50, 8.571984, 4.431812, 
50, 8.794751, 4.455335, 
50, 9.018636, 4.477711, 
50, 9.243570, 4.498674, 
50, 9.469467, 4.517951, 
50, 9.696231, 4.535274, 
50, 9.923751, 4.550394, 
50, 10.151905, 4.563086, 
50, 10.380564, 4.573171, 
50, 10.602891, 4.446553, 
50, 10.813199, 4.206147, 
50, 11.025261, 4.241245, 
50, 11.239228, 4.279337, 
50, 11.455277, 4.320987, 
50, 11.673618, 4.366827, 
50, 11.894497, 4.417567, 
50, 12.118196, 4.473987, 
50, 12.345042, 4.536922, 
50, 12.575403, 4.607224, 
50, 12.809688, 4.685685, 
50, 13.048333, 4.772908, 
50, 13.291788, 4.869092, 
50, 13.540474, 4.973719, 
50, 13.794627, 5.083066, 
50, 14.053905, 5.185560, 
50, 14.317352, 5.268935, 
50, 14.583592, 5.324802, 
50, 14.850800, 5.344169, 
50, 15.116766, 5.319324, 
50, 15.379062, 5.245910, 
50, 15.635275, 5.124262, 
50, 15.883239, 4.959277, 
50, 16.121184, 4.758906, 
50, 16.347786, 4.532044, 
50, 16.562124, 4.286744, 
50, 16.763690, 4.031325, 
50, 16.952577, 3.777735, 
50, 17.129254, 3.533556, 
50, 17.294209, 3.299082, 
50, 17.447904, 3.073912, 
50, 17.590768, 2.857287, 
50, 17.723183, 2.648294, 
50, 17.845483, 2.446001, 
50, 17.957959, 2.249516, 
50, 18.060860, 2.058027, 
50, 18.154401, 1.870808, 
50, 18.238762, 1.687220, 
50, 18.314097, 1.506704, 
50, 18.380536, 1.328772, 
50, 18.438186, 1.152998, 
50, 18.487228, 0.980856, 
50, 18.528182, 0.819081, 
50, 18.561810, 0.672543, 
50, 18.588856, 0.540924, 
50, 18.610055, 0.423976, 
50, 18.626130, 0.321509, 
50, 18.637799, 0.233382, 
50, 18.645774, 0.159491, 
50, 18.650762, 0.099766, 
50, 18.653470, 0.054158, 
50, 18.654602, 0.022641, 
50, 18.654862, 0.005202, 
50, 18.654862, 0.000000, 
