50, 0.000309, 0.012346, 
50, 0.001365, 0.021133, 
50, 0.003743, 0.047549, 
50, 0.007969, 0.084530, 
50, 0.014573, 0.132076, 
50, 0.024082, 0.190185, 
50, 0.037025, 0.258856, 
50, 0.053929, 0.338086, 
50, 0.075323, 0.427875, 
50, 0.101734, 0.528222, 
50, 0.133691, 0.639134, 
50, 0.171722, 0.760620, 
50, 0.216093, 0.887419, 
50, 0.266807, 1.014282, 
50, 0.323870, 1.141254, 
50, 0.387289, 1.268394, 
50, 0.457078, 1.395779, 
50, 0.533254, 1.523503, 
50, 0.615837, 1.651678, 
50, 0.704859, 1.780438, 
50, 0.800356, 1.909935, 
50, 0.902373, 2.040340, 
50, 1.010965, 2.171842, 
50, 1.126197, 2.304645, 
50, 1.248146, 2.438963, 
50, 1.376896, 2.575013, 
50, 1.512547, 2.713017, 
50, 1.654936, 2.847770, 
50, 1.803632, 2.973934, 
50, 1.958205, 3.091458, 
50, 2.118216, 3.200222, 
50, 2.283218, 3.300040, 
50, 2.452751, 3.390664, 
50, 2.626342, 3.471801, 
50, 2.803497, 3.543115, 
50, 2.983710, 3.604249, 
50, 3.166451, 3.654834, 
50, 3.351176, 3.694498, 
50, 3.537320, 3.722881, 
50, 3.724592, 3.745436, 
50, 3.912982, 3.767806, 
50, 4.102480, 3.789960, 
50, 4.293074, 3.811880, 
50, 4.484752, 3.833560, 
50, 4.677503, 3.855004, 
50, 4.871314, 3.876224, 
50, 5.066176, 3.897240, 
50, 5.262080, 3.918079, 
50, 5.459018, 3.938770, 
50, 5.656986, 3.959348, 
50, 5.855978, 3.979850, 
50, 6.055994, 4.000312, 
50, 6.257033, 4.020775, 
50, 6.459096, 4.041276, 
50, 6.662189, 4.061856, 
50, 6.866317, 4.082549, 
50, 7.071486, 4.103389, 
50, 7.277706, 4.124408, 
50, 7.484988, 4.145629, 
50, 7.693342, 4.167074, 
50, 7.902779, 4.188755, 
50, 8.113313, 4.210675, 
50, 8.324955, 4.232828, 
50, 8.537714, 4.255195, 
50, 8.751602, 4.277745, 
50, 8.966623, 4.300428, 
50, 9.182782, 4.323179, 
50, 9.400078, 4.345914, 
50, 9.618504, 4.368527, 
50, 9.838049, 4.390893, 
50, 10.058692, 4.412864, 
50, 10.280405, 4.434272, 
50, 10.503152, 4.454932, 
50, 10.726884, 4.474642, 
50, 10.951544, 4.493190, 
50, 11.177062, 4.510361, 
50, 11.403359, 4.525941, 
50, 11.630345, 4.539726, 
50, 11.857922, 4.551534, 
50, 12.085982, 4.561210, 
50, 12.314414, 4.568633, 
50, 12.543100, 4.573724, 
50, 12.771923, 4.576451, 
50, 13.000535, 4.572252, 
50, 13.227595, 4.541197, 
50, 13.457870, 4.605491, 
50, 13.691915, 4.680918, 
50, 13.930397, 4.769640, 
50, 14.174100, 4.874057, 
50, 14.423930, 4.996600, 
50, 14.680893, 5.139245, 
50, 14.946021, 5.302577, 
50, 15.220230, 5.484173, 
50, 15.504045, 5.676303, 
50, 15.797223, 5.863563, 
50, 16.098337, 6.022263, 
50, 16.404552, 6.124318, 
50, 16.711885, 6.146645, 
50, 17.015976, 6.081833, 
50, 17.313074, 5.941951, 
50, 17.600269, 5.743906, 
50, 17.875701, 5.508635, 
50, 18.138721, 5.260393, 
50, 18.389427, 5.014134, 
50, 18.628266, 4.776776, 
50, 18.855765, 4.549971, 
50, 19.072393, 4.332565, 
50, 19.278504, 4.122219, 
50, 19.474320, 3.916323, 
50, 19.659942, 3.712440, 
50, 19.835366, 3.508482, 
50, 20.000509, 3.302856, 
50, 20.155541, 3.100649, 
50, 20.300879, 2.906759, 
50, 20.436874, 2.719890, 
50, 20.563827, 2.539055, 
50, 20.682002, 2.363504, 
50, 20.791635, 2.192666, 
50, 20.892940, 2.026102, 
50, 20.986113, 1.863466, 
50, 21.071338, 1.704483, 
50, 21.148784, 1.548919, 
50, 21.218612, 1.396564, 
50, 21.280973, 1.247216, 
50, 21.336006, 1.100671, 
50, 21.383841, 0.956707, 
50, 21.424600, 0.815178, 
50, 21.458673, 0.681450, 
50, 21.486706, 0.560666, 
50, 21.509326, 0.452400, 
50, 21.527141, 0.356289, 
50, 21.540742, 0.272031, 
50, 21.550711, 0.199386, 
50, 21.557620, 0.138168, 
50, 21.562032, 0.088241, 
50, 21.564507, 0.049514, 
50, 21.565604, 0.021929, 
50, 21.565877, 0.005459, 
50, 21.565877, 0.000000, 
